movieId	summary
1281	Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
1282	A collection of animated interpretations of great works of Western classical music.
1283	A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.
1284	Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.
1285	In order to get out of the snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids.
1286	A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.
1287	When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.
1288	Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.
1289	A collection of expertly photographed phenomena with no conventional plot. The footage focuses on nature, humanity and the relationship between them.
1290	When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.
1291	In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry "Indiana" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.
1292	A simple, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.
1293	Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.
1295	In 1968, a Czech doctor with an active sex life meets a woman who wants monogamy, and then the Soviet invasion further disrupts their lives.
1296	In a Florence pensione circa 1900 with English guests, George and his dad offer their rooms with views to Lucy and her chaperone. Lucy and George get acquainted but Lucy returns to England. George and Lucy meet again but now she's engaged.
1297	Teenage geniuses deal with their abilities while developing a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans.
1298	A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
1299	A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.
1300	A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives.
1301	A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.
1302	An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come.
1303	Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.
1304	Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.
1305	Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.
1306	In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented.
1307	Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.
1310	Documentary covering the growth and subsequent overexposure of the Seattle "grunge" music scene in the early 90s
1312	An ambitious female attorney wallows in excess and meaningless sex with both male and female partners, while dealing with her personal life problems including helping her kleptomaniac sister.
1318	JC thinks surfing is everything. His girlfriend Chloe wants him to settle down. When he decides to go surfing one night with friends from London, she throws JC out. Surfing or Chloe?
1320	After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.
1321	Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
1322	Jacob Sterling brings home a mysterious clock from the infamous Amityville house, not knowing that it's haunted by demonic spirits.
1323	A reporter moves into the ominous Long Island house to debunk the recent supernatural events, and finds himself besieged by the evil manifestations which are connected to a hell-spawn demon lurking in the basement.
1324	A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.
1325	An old mirror from the haunted Long Island house finds its way into a photographer's family where the evil soon manifests itself to cause more terror and mayhem.
1326	A family moves into their new home, which proves to be satanic, resulting in the demonic possession of the teenage son. Only the local priest can save him.
1327	Newlyweds move into a large house where a mass murder was committed, and experience strange manifestations which drive them away.
1328	Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.
1329	An ailing vampire count travels to Italy with his servant to find a bride.
1330	Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend.
1331	A stranger attempts to convince a happily married couple that their daughter is actually his daughter reincarnated.
1332	A New York psychiatrist finds that a brujería-inspired cult, which believes in child sacrifice, has a keen interest in his own son.
1333	A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
1334	An alien lifeform consumes everything in its path as it grows and grows.
1335	Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young.
1336	After losing his arm in a car accident, a criminal psychologist has it replaced with a limb that belonged to a serial killer.
1337	A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.
1339	The centuries old vampire Count Dracula (Gary Oldman) comes to England to seduce his barrister Jonathan Harker's (Keanu Reeves') fiancée Mina Murray (Winona Ryder) and inflict havoc in the foreign land.
1340	Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.
1341	A family moves into an old, haunted house that regenerates itself by feeding off of the life forces of its injured occupants.
1342	The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.
1343	A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.
1344	A lawyer's family is stalked by a man he once helped put in jail.
1345	Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.
1346	A young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.
1347	The monstrous spirit of a slain janitor seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.
1348	Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
1349	Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.
1350	Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?
1351	A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.
1352	While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.
1353	A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.
1354	Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.
1355	A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.
1356	The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.
1357	Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.
1358	Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.
1359	A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.
1361	A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.
1363	An angel comes to Earth to help a preacher save his church and his family.
1365	To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.
1366	A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.
1367	An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.
1370	John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.
1371	When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.
1372	On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.
1373	Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.
1374	With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.
1375	Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis Planet to recover Spock's body.
1376	To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.
1377	When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City, only Batman can stop them, while the Catwoman has her own agenda.
1378	A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.
1379	In 1881, cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.
1380	Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?
1381	An English student at a 1960s American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.
1382	A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.
1385	An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.
1387	When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.
1388	Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
1389	The sons of police chief Brody must protect customers at a SeaWorld theme park after a thirty-five-foot shark becomes trapped in the park with them.
1390	Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.
1391	Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.
1392	An irresponsible, drug-addicted, recently impregnated woman finds herself in the middle of an abortion debate when both parties attempt to sway her to their respective sides.
1393	When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former secretary.
1394	When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.
1395	A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.
1396	A security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item.
1397	A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?
1398	A bitter love story between a talented writer and a gentle nurse.
1399	After 20 years caring for her father, woman with cancer now must re-connect with her trashy sister and nephews she's never met after being diagnosed. Her love helps the angry teen nephew, and her sister learns to relate to people.
1401	A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.
1405	The dim-witted teen duo of Beavis and Butt-Head travel across America in search of their stolen television set.
1406	A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.
1407	A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.
1408	Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
1409	Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.
1411	Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.
1412	Based on the true story of the 1981 hunger strike in a British prison, in which IRA prisoner Bobby Sands led a protest against the treatment of IRA prisoners as criminals rather than as prisoners of war. The film focuses on the mothers of two of the strikers, and their struggle to save the lives of their sons.
1413	In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan the Barbarian'; she's an aspiring one. A friendship develops into a sort of courtship. Based on a memoir by Novalyne Price.
1414	A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.
1415	In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother Alex, a cop with a cleanliness fetish; siblings Juliette and Jimmy, Ivan's partners in a seedy nightclub; the love triangle of Alex, Juliette, and Marie, a professor of philosophy; and of Alex and his nephew, Ivan's dour, stoic son. Ivan's death changes every relationship. Images of paragliders, sun bathers, and opera suggest an expansive, colorful world outside the constricted lives of these characters.
1416	The hit musical based on the life of Evita Duarte, a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Perón, and the most beloved and hated woman in Argentina.
1417	An American girl inherits a fortune and falls into a misguided relationship with a gentleman confidence artist whose true nature, including a barbed and covetous disposition, turns her life into a nightmare.
1419	Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his "walkabout": a ritual separation from his tribe.
1422	A young woman is murdered in the White House. Homicide detective Regis/W.Snipes investigates while Secret Service works against him. He's assigned agent Chance/D.Lane. She eventually cooperates after a man's framed.
1423	Set when the apartheid government was still in control, this powerful South African thriller is based on the true story of a policeman belonging to an elite government squad who was assigned to masquerade as a supporter and infiltrate the African National Congress so he could assassinate their leaders. Fourie is the cop, and his squadron is the most notoriously racist unit of the S.A. police force; they were infamous for donning street clothes, putting on blackface make up, and driving around in unmarked cars to kill people and cause trouble to encourage fighting amongst rival groups. Although the ANC members are initially suspicious of Fourie, eventually they accept him and send him to be trained in Lusaka, Zambia and other places. They even send him to Moscow where he learns about Marxist philosophies. By the time Fourie completes all that training the conflict has ended, Mandela is released, and his squadron has split up and melted into the general populace.
1425	Zookeepers struggle to deal with the policies of changing directors.
1426	A touching friendship story between a dog and a dolphin.
1427	After a shootout on a flight transporting prisoners, a flight attendant must outwit a smooth-talking serial killer and land the plane herself.
1428	Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.
1429	This installment of Chan's Police Story film franchise has our hero trying to locate a missing nuclear warhead.
1430	After spending seven years behind bars, Johnny Crown is back on the street, with lots of cash, a psychotherapy degree and a burning desire to find and punish gangsters who had killed his father. One of the people involved is Frank Gavillan, who unwillingly follows Johnny in his demonical and ultraviolent crusade.
1431	A man tries to rescue a woman with a little help from his half brother.
1432	A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.
1437	Four children try to hold things together and play a family in their isolated prefab house after the death of their parents. As they begin to deteriorate mentally, they hide their mom's festering corpse in a makeshift concrete sarcophagus.
1438	A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.
1439	Wally Sparks is a tabloid television show reporter, who's trying to boost ratings on his show. He goes to the Governor's mansion to uncover a sex scandal.
1440	A Pulitzer prize writer buys a cabin. The neighbors get suspicious when a stranger "breaks in". They see a black man and call the police, who start shooting at him. The sheriff tries a cover-up involving a white petty crook. Bad idea.
1441	A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.
1442	Based on the life of Olympic hopeful Steve Prefontaine, a long distance runner who lived in Oregon and died young
1445	Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.
1446	Franta Louka is a concert cellist in Soviet-occupied Czechoslovakia, a confirmed bachelor and a lady's man. Having lost his place in the state orchestra, he must make ends meet by playing at funerals and painting tombstones. But he has run up a large debt, and when his friend, the grave-digger Mr. Broz, suggests a scheme for making a lot of money by marrying a Russian woman so that she can get her Czech papers, he reluctantly agrees. She takes advantage of the situation to emigrate to West Germany, to her lover; and leaves her five-year-old son with his grandmother; when the grandmother dies, Kolya must come and live with his stepfather - Louka.
1447	After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.
1449	An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.
1453	A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.
1454	A group of suburban teenagers try to support each other through the difficult task of becoming adults.
1456	A Miami con man agrees to be the human target for a Neo-Nazi manhunter, in order to collect $50,000 if he survives.
1457	After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.
1458	When Juvenal, a presumed miracle worker, appears on the scene Bill Hill attempts to exploit him but his plans go astray with the untimely intervention of August Murray and the developing relationship between Juvenal and Lynn Faulkner.
1460	A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this, she plays amateur detective with the help of D.C. to try to find the culprits.
1464	After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.
1466	An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.
1474	A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.
1476	The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.
1479	Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.
1483	After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.
1484	When a happily married woman discovers a love letter written by her husband to an unknown party, she enlists her dysfunctional family to discover the truth.
1485	A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.
1488	A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.
1490	Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses).
1496	Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.
1498	Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.
1499	A "National Geographic" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.
1500	Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.
1502	Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.
1503	A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched.
1507	A group of women who are imprisoned on the island of Sumatra by the Japanese during World War II use music as relieve their misery.
1513	Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.
1514	Not far from Shanghai, in a country town stands the palatial home of the Pang family. Old Master Pang is an addict who brings up his beautiful daughter Ruyi on opium smoke. Her older brother, Zhengda, is addicted as well, and then paralysed and effectively brain-dead. Zhongliang, Zhengda's brother-in-law, is a successful gigolo in Shanghai who seduces older married women and then blackmails them. When Older Master Pang dies, the clan elders make Ruyi take over the role as the head of the household. Zhongliang returns to the Pang family on the death of Old Master Pang, re-encounters Ruyi, and they are secretly attracted to each other. Wanting to seem sophisticated, she succumbs to Zhongliang's attempts to seduce her. But then an emotional maelstrom follows - for the angry, jealous and sexually frustrated sister (Zhengda's wife) is also part of the picture.
1515	A volcano erupts in downtown Los Angeles, threatening to destroy the city.
1516	Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their "love-child" brought Australia to the brink of civil war. Until now ...
1517	A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.
1519	Ivan is the fierce patriarch of a family of Croatian refugees in Auckland. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. Nina works at a restaurant where Eddie cooks. For a price, she agrees to marry a Chinese, another restaurant employee, so that he (and his Chinese wife) can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of Nina's family ties.
1526	A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.
1527	In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.
1529	Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.
1533	Roger uses his son Igor to ruthlessly traffic and exploit undocumented immigrants. When one of the immigrants is killed, Igor is guilt-ridden and wants to care for the dead man's family against his father's orders.
1537	A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.
1541	Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.
1542	The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.
1544	A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.
1545	A four-year-old girl tries to come to terms with the sudden death of her mother.
1546	Fletcher Munson, the lethargic employee of a pseudo-religious self help company, and his doppelganger, the friendly but dull dentist Dr. Jeffrey Korchek.
1550	An actor poses as a lawyer to help his sick friend, and problems develop.
1552	Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.
1556	A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
1565	A prominent judge, his wife, her ex-lover, and their neighbor encounter a dead body that complicates their lives.
1569	When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.
1572	Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.
1573	In order to foil an extortion plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent.
1574	Cab driver Michael and supermodel Sarah fall in love while her gorgeous husband Phillippe is in Madrid for two months.
1580	A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
1581	A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.
1582	Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.
1583	Murray is a male fairy godmother, and he's trying to help 8-year-old Anabel to fulfill her "simple wish" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.
1584	Dr. Ellie Arroway (Jodie Foster), after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.
1585	In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door find him attractive: awkward Dimity, only 20, who works in a Chinese restaurant with few patrons, and perky Vicki-Ann, a hairdresser with a hope chest who invents a happy future with Sherry based on little but his arrival. First Dimity then Vicki-Ann spend the night with Ken, one concluding he's her boy friend, the other her fiance. Then Dimity begins to smell something fishy.
1586	A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.
1587	A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.
1588	A man raised in the jungle by apes falls in love with a wealthy American heiress.
1589	The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.
1590	A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.
1591	An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.
1592	A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.
1593	A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.
1594	Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.
1596	2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.
1597	A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.
1598	Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.
1599	John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in disgust. When he sees gangs are using his weapons on the street, he uses his brains and his Uncle Joe's junkyard know-how to fight back, becoming a real man of "steel."
1600	After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.
1601	Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.
1602	The several misadventures and life-lessons learned by 8-year-old Theodore "Beaver" Cleaver in an entertaining and hilarious tale of a small-town Ohio family and the daily trials and tribunes of life.
1603	Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.
1604	Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.
1605	A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.
1606	A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.
1608	Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.
1609	15 months after being stabbed 9 times by a student at work as a high school teacher in NYC, Mr. Garfield is working in LA as a substitute teacher come full-time. He refuses to be a victim anymore.
1610	In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?
1611	Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
1612	Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move out of his family's flat in The Bronx when he comes home one evening and walks in on his brother making love to Frankie's girlfriend. Frankie checks ads for roommates in "the city" (i.e., Manhattan), notices Warren's ad and decides to answer it, reasoning that GWM stands for "Guy With Money."
1613	Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood. Finally one of his clients, a rich soap star, offers him a bit part in her show. Pepe tell Carlos that she is just using him and demands that he not see the women any longer. Carlos defies his father and when his big day comes he is finds out the harsh realities of life are even harsher than he imagined.
1614	A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
1615	An intellectual billionaire and two lesser men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.
1616	A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.
